38.000 ,32.000 ,44.000 ,50.000 ,56.000, 62.000 , 0.200 , 5.400 , 2.900 , 3.100 , 2.900 , 2.900 , 32.479 , -2.001 
44.000 ,32.000 ,38.000 ,50.000 ,56.000, 62.000 , 0.600 , 3.400 , 2.600 , 2.900 , 3.000 , 2.800 , 33.000 , -3.986 
50.000 ,32.000 ,38.000 ,44.000 ,56.000, 62.000 , 0.700 , 3.200 , 2.800 , 2.400 , 2.800 , 2.600 , 33.399 , -4.882 
56.000 ,32.000 ,38.000 ,44.000 ,50.000, 62.000 , 0.500 , 3.100 , 2.900 , 2.600 , 2.300 , 2.300 , 33.622 , -6.747 
62.000 ,32.000 ,38.000 ,44.000 ,50.000, 56.000 , 0.100 , 3.100 , 2.900 , 2.600 , 2.500 , 2.300 , 33.734 , -6.569 
33.000 ,39.000 ,45.000 ,51.000 ,57.000, 63.000 , 1.800 , 2.800 , 3.100 , 2.900 , 2.800 , 2.800 , 32.703 , -4.628 
39.000 ,33.000 ,45.000 ,51.000 ,57.000, 63.000 , 0.200 , 5.100 , 2.900 , 3.100 , 2.900 , 2.800 , 32.772 , -2.411 
45.000 ,33.000 ,39.000 ,51.000 ,57.000, 63.000 , 0.600 , 3.400 , 2.600 , 2.900 , 3.000 , 2.700 , 33.191 , -4.431 
51.000 ,33.000 ,39.000 ,45.000 ,57.000, 63.000 , 0.600 , 3.200 , 2.800 , 2.400 , 2.700 , 2.400 , 33.496 , -5.143 
57.000 ,33.000 ,39.000 ,45.000 ,51.000, 63.000 , 0.400 , 3.100 , 2.900 , 2.600 , 2.300 , 2.300 , 33.665 , -7.211 
63.000 ,33.000 ,39.000 ,45.000 ,51.000, 57.000 , 0.000 , 3.100 , 2.900 , 2.600 , 2.500 , 2.300 , 33.742 , -6.707 
34.000 ,40.000 ,46.000 ,52.000 ,58.000, 64.000 , 1.600 , 2.800 , 3.100 , 2.900 , 2.800 , 2.900 , 32.914 , -4.838 
40.000 ,34.000 ,46.000 ,52.000 ,58.000, 64.000 , 0.300 , 4.800 , 2.900 , 3.100 , 2.900 , 2.700 , 33.007 , -2.800 
46.000 ,34.000 ,40.000 ,52.000 ,58.000, 64.000 , 0.600 , 3.400 , 2.600 , 2.900 , 2.900 , 2.500 , 33.338 , -4.737 
52.000 ,34.000 ,40.000 ,46.000 ,58.000, 64.000 , 0.600 , 3.200 , 2.800 , 2.400 , 2.700 , 2.300 , 33.569 , -5.406 
58.000 ,34.000 ,40.000 ,46.000 ,52.000, 64.000 , 0.400 , 3.100 , 2.900 , 2.600 , 2.300 , 2.200 , 33.695 , -7.657 
64.000 ,34.000 ,40.000 ,46.000 ,52.000, 58.000 , 0.000 , 3.100 , 2.900 , 2.600 , 2.500 , 2.300 , 33.741 , -6.830 
35.000 ,41.000 ,47.000 ,53.000 ,59.000, 65.000 , 1.300 , 2.900 , 3.100 , 2.900 , 2.900 , 2.800 , 33.093 , -5.036 
41.000 ,35.000 ,47.000 ,53.000 ,59.000, 65.000 , 0.300 , 4.600 , 2.900 , 3.000 , 3.000 , 2.600 , 33.192 , -3.167 
47.000 ,35.000 ,41.000 ,53.000 ,59.000, 65.000 , 0.600 , 3.400 , 2.600 , 2.800 , 2.900 , 2.400 , 33.449 , -4.882 
53.000 ,35.000 ,41.000 ,47.000 ,59.000, 65.000 , 0.500 , 3.200 , 2.800 , 2.400 , 2.700 , 2.200 , 33.622 , -5.678 
59.000 ,35.000 ,41.000 ,47.000 ,53.000, 65.000 , 0.300 , 3.100 , 2.900 , 2.600 , 2.300 , 2.100 , 33.712 , -7.993 
65.000 ,35.000 ,41.000 ,47.000 ,53.000, 59.000 , 0.100 , 3.200 , 2.800 , 2.600 , 2.500 , 2.300 , 33.733 , -6.931 
36.000 ,42.000 ,48.000 ,54.000 ,60.000, 66.000 , 1.100 , 2.900 , 3.100 , 2.900 , 2.900 , 2.700 , 33.242 , -5.224 
42.000 ,36.000 ,48.000 ,54.000 ,60.000, 66.000 , 0.300 , 4.400 , 2.900 , 3.000 , 3.000 , 2.400 , 33.337 , -3.512 
48.000 ,36.000 ,42.000 ,54.000 ,60.000, 66.000 , 0.600 , 3.400 , 2.600 , 2.800 , 2.800 , 2.200 , 33.532 , -5.036 
54.000 ,36.000 ,42.000 ,48.000 ,60.000, 66.000 , 0.500 , 3.200 , 2.800 , 2.400 , 2.600 , 2.000 , 33.660 , -5.953 
60.000 ,36.000 ,42.000 ,48.000 ,54.000, 66.000 , 0.300 , 3.200 , 2.800 , 2.500 , 2.300 , 2.000 , 33.720 , -7.877 
66.000 ,36.000 ,42.000 ,48.000 ,54.000, 60.000 , 0.100 , 3.200 , 2.800 , 2.600 , 2.400 , 2.300 , 33.720 , -7.014 
37.000 ,43.000 ,49.000 ,55.000 ,61.000, 67.000 , 0.900 , 2.900 , 3.100 , 2.900 , 2.900 , 2.500 , 33.365 , -5.401 
43.000 ,37.000 ,49.000 ,55.000 ,61.000, 67.000 , 0.300 , 4.200 , 2.900 , 3.000 , 2.900 , 2.300 , 33.448 , -3.834 
49.000 ,37.000 ,43.000 ,55.000 ,61.000, 67.000 , 0.500 , 3.400 , 2.600 , 2.800 , 2.800 , 2.100 , 33.593 , -5.201 
55.000 ,37.000 ,43.000 ,49.000 ,61.000, 67.000 , 0.500 , 3.200 , 2.800 , 2.400 , 2.600 , 1.900 , 33.686 , -6.232 
61.000 ,37.000 ,43.000 ,49.000 ,55.000, 67.000 , 0.200 , 3.200 , 2.800 , 2.500 , 2.300 , 2.000 , 33.721 , -7.775 
67.000 ,37.000 ,43.000 ,49.000 ,55.000, 61.000 , 0.100 , 3.300 , 2.700 , 2.500 , 2.400 , 2.300 , 33.703 , -7.070 
38.000 ,44.000 ,50.000 ,56.000 ,62.000, 68.000 , 0.800 , 2.900 , 3.100 , 2.900 , 2.900 , 2.400 , 33.465 , -5.567 
44.000 ,38.000 ,50.000 ,56.000 ,62.000, 68.000 , 0.300 , 4.000 , 2.900 , 3.000 , 2.900 , 2.100 , 33.532 , -4.135 
50.000 ,38.000 ,44.000 ,56.000 ,62.000, 68.000 , 0.500 , 3.500 , 2.500 , 2.800 , 2.700 , 1.900 , 33.638 , -5.377 
56.000 ,38.000 ,44.000 ,50.000 ,62.000, 68.000 , 0.400 , 3.300 , 2.700 , 2.400 , 2.500 , 1.800 , 33.702 , -6.515 
62.000 ,38.000 ,44.000 ,50.000 ,56.000, 68.000 , 0.200 , 3.200 , 2.800 , 2.500 , 2.300 , 1.900 , 33.715 , -7.688 
68.000 ,38.000 ,44.000 ,50.000 ,56.000, 62.000 , 0.100 , 3.300 , 2.700 , 2.500 , 2.400 , 2.300 , 33.684 , -7.102 
39.000 ,45.000 ,51.000 ,57.000 ,63.000, 69.000 , 0.600 , 2.900 , 3.000 , 3.000 , 2.900 , 2.200 , 33.545 , -5.721 
45.000 ,39.000 ,51.000 ,57.000 ,63.000, 69.000 , 0.300 , 3.800 , 2.800 , 2.900 , 2.800 , 2.000 , 33.595 , -4.415 
51.000 ,39.000 ,45.000 ,57.000 ,63.000, 69.000 , 0.500 , 3.500 , 2.500 , 2.700 , 2.700 , 1.700 , 33.670 , -5.563 
57.000 ,39.000 ,45.000 ,51.000 ,63.000, 69.000 , 0.400 , 3.300 , 2.700 , 2.400 , 2.500 , 1.600 , 33.710 , -6.796 
63.000 ,39.000 ,45.000 ,51.000 ,57.000, 69.000 , 0.100 , 3.300 , 2.700 , 2.500 , 2.300 , 1.900 , 33.704 , -7.620 
69.000 ,39.000 ,45.000 ,51.000 ,57.000, 63.000 , 0.100 , 2.400 , 2.500 , 2.500 , 2.400 , 2.300 , 33.666 , -7.112 
40.000 ,46.000 ,52.000 ,58.000 ,64.000, 70.000 , 0.500 , 2.800 , 3.000 , 3.000 , 2.900 , 2.100 , 33.608 , -5.863 
46.000 ,40.000 ,52.000 ,58.000 ,64.000, 70.000 , 0.300 , 3.700 , 2.800 , 2.900 , 2.700 , 1.700 , 33.641 , -4.676 
52.000 ,40.000 ,46.000 ,58.000 ,64.000, 70.000 , 0.400 , 3.500 , 2.500 , 2.700 , 2.600 , 1.500 , 33.691 , -5.759 
58.000 ,40.000 ,46.000 ,52.000 ,64.000, 70.000 , 0.300 , 3.300 , 2.700 , 2.400 , 2.500 , 1.500 , 33.712 , -7.077 
64.000 ,40.000 ,46.000 ,52.000 ,58.000, 70.000 , 0.100 , 3.300 , 2.700 , 2.500 , 2.300 , 1.800 , 33.690 , -7.572 
70.000 ,40.000 ,46.000 ,52.000 ,58.000, 64.000 , 0.100 , 1.200 , 2.300 , 2.400 , 2.400 , 2.300 , 33.648 , -7.103 
41.000 ,47.000 ,53.000 ,59.000 ,65.000, 71.000 , 0.400 , 2.800 , 3.000 , 3.000 , 2.800 , 1.900 , 33.656 , -5.971 
47.000 ,41.000 ,53.000 ,59.000 ,65.000, 71.000 , 0.300 , 3.600 , 2.800 , 2.900 , 2.700 , 1.500 , 33.675 , -4.919 
53.000 ,41.000 ,47.000 ,59.000 ,65.000, 71.000 , 0.400 , 3.500 , 2.500 , 2.700 , 2.500 , 1.200 , 33.705 , -5.967 
59.000 ,41.000 ,47.000 ,53.000 ,65.000, 71.000 , 0.300 , 3.300 , 2.700 , 2.400 , 2.400 , 1.300 , 33.709 , -7.349 
65.000 ,41.000 ,47.000 ,53.000 ,59.000, 71.000 , 0.100 , 3.300 , 2.700 , 2.500 , 2.300 , 1.800 , 33.673 , -7.545 
71.000 ,41.000 ,47.000 ,53.000 ,59.000, 65.000 , 0.100 , 0.300 , 1.900 , 2.300 , 2.300 , 2.300 , 33.632 , -7.077 
42.000 ,48.000 ,54.000 ,60.000 ,66.000, 72.000 , 0.300 , 2.800 , 3.000 , 3.000 , 2.700 , 1.700 , 33.692 , -5.920 
48.000 ,42.000 ,54.000 ,60.000 ,66.000, 72.000 , 0.300 , 3.400 , 2.800 , 2.800 , 2.600 , 1.200 , 33.698 , -5.145 
54.000 ,42.000 ,48.000 ,60.000 ,66.000, 72.000 , 0.400 , 3.500 , 2.500 , 2.600 , 2.400 , 0.900 , 33.713 , -6.183 
60.000 ,42.000 ,48.000 ,54.000 ,66.000, 72.000 , 0.200 , 3.400 , 2.600 , 2.400 , 2.400 , 1.200 , 33.702 , -7.601 
66.000 ,42.000 ,48.000 ,54.000 ,60.000, 72.000 , 0.000 , 3.200 , 2.600 , 2.500 , 2.300 , 1.800 , 33.655 , -7.540 
72.000 ,42.000 ,48.000 ,54.000 ,60.000, 66.000 , 0.100 , 1.500 , 1.100 , 2.100 , 2.300 , 2.200 , 33.619 , -7.038 
43.000 ,49.000 ,55.000 ,61.000 ,67.000, 73.000 , 0.200 , 2.800 , 3.000 , 2.900 , 2.700 , 1.400 , 33.718 , -5.887 
49.000 ,43.000 ,55.000 ,61.000 ,67.000, 73.000 , 0.300 , 3.300 , 2.800 , 2.800 , 2.500 , 0.900 , 33.714 , -5.358 
55.000 ,43.000 ,49.000 ,61.000 ,67.000, 73.000 , 0.300 , 3.500 , 2.500 , 2.600 , 2.400 , 0.600 , 33.716 , -6.405 
61.000 ,43.000 ,49.000 ,55.000 ,67.000, 73.000 , 0.200 , 3.400 , 2.600 , 2.400 , 2.300 , 1.100 , 33.692 , -7.558 
67.000 ,43.000 ,49.000 ,55.000 ,61.000, 73.000 , 0.000 , 2.700 , 2.500 , 2.400 , 2.300 , 1.700 , 33.637 , -7.559 
73.000 ,43.000 ,49.000 ,55.000 ,61.000, 67.000 , 0.100 , 2.200 , 3.800 , 1.800 , 2.200 , 2.200 , 33.609 , -6.993 
44.000 ,50.000 ,56.000 ,62.000 ,68.000, 74.000 , 0.100 , 2.800 , 3.000 , 2.900 , 2.600 , 1.100 , 33.737 , -5.871 
50.000 ,44.000 ,56.000 ,62.000 ,68.000, 74.000 , 0.300 , 3.200 , 2.700 , 2.700 , 2.300 , 0.400 , 33.724 , -5.560 
56.000 ,44.000 ,50.000 ,62.000 ,68.000, 74.000 , 0.300 , 3.500 , 2.500 , 2.600 , 2.200 , 0.300 , 33.715 , -6.635 
62.000 ,44.000 ,50.000 ,56.000 ,68.000, 74.000 , 0.200 , 3.400 , 2.600 , 2.400 , 2.300 , 0.900 , 33.680 , -7.528 
68.000 ,44.000 ,50.000 ,56.000 ,62.000, 74.000 , 0.000 , 2.200 , 2.500 , 2.400 , 2.300 , 1.700 , 33.618 , -7.602 
74.000 ,44.000 ,50.000 ,56.000 ,62.000, 68.000 , 0.100 , 2.600 , 1.400 , 1.300 , 2.100 , 2.200 , 33.601 , -6.945 
45.000 ,51.000 ,57.000 ,63.000 ,69.000, 75.000 , 0.100 , 2.800 , 2.900 , 2.800 , 2.400 , 0.600 , 33.749 , -5.873 
51.000 ,45.000 ,57.000 ,63.000 ,69.000, 75.000 , 0.300 , 3.100 , 2.700 , 2.700 , 2.200 , 0.000 , 33.730 , -5.753 
57.000 ,45.000 ,51.000 ,63.000 ,69.000, 75.000 , 0.300 , 3.400 , 2.500 , 2.500 , 2.100 , 0.000 , 33.711 , -6.868 
63.000 ,45.000 ,51.000 ,57.000 ,69.000, 75.000 , 0.100 , 3.200 , 2.600 , 2.400 , 2.200 , 0.800 , 33.665 , -7.511 
69.000 ,45.000 ,51.000 ,57.000 ,63.000, 75.000 , 0.000 , 1.600 , 2.400 , 2.400 , 2.300 , 1.700 , 33.600 , -7.669 
75.000 ,45.000 ,51.000 ,57.000 ,63.000, 69.000 , 0.100 , 2.700 , 2.100 , 0.500 , 1.900 , 2.100 , 33.596 , -6.899 
46.000 ,52.000 ,58.000 ,64.000 ,70.000, 76.000 , 0.000 , 2.800 , 2.900 , 2.800 , 2.300 , 3.700 , 33.757 , -5.892 
52.000 ,46.000 ,58.000 ,64.000 ,70.000, 76.000 , 0.300 , 3.000 , 2.700 , 2.600 , 2.000 , 0.500 , 33.732 , -5.939 
58.000 ,46.000 ,52.000 ,64.000 ,70.000, 76.000 , 0.300 , 3.200 , 2.400 , 2.500 , 2.000 , 0.300 , 33.705 , -7.103 
64.000 ,46.000 ,52.000 ,58.000 ,70.000, 76.000 , 0.100 , 2.900 , 2.500 , 2.300 , 2.200 , 0.700 , 33.650 , -7.508 
70.000 ,46.000 ,52.000 ,58.000 ,64.000, 76.000 , 0.000 , 0.800 , 2.200 , 2.300 , 2.300 , 1.700 , 33.583 , -7.759 
76.000 ,46.000 ,52.000 ,58.000 ,64.000, 70.000 , 0.100 , 2.800 , 2.500 , 0.300 , 1.700 , 2.100 , 33.593 , -6.857 
47.000 ,53.000 ,59.000 ,65.000 ,71.000, 77.000 , 0.000 , 2.800 , 2.900 , 2.700 , 2.000 , 0.400 , 33.760 , -5.927 
53.000 ,47.000 ,59.000 ,65.000 ,71.000, 77.000 , 0.300 , 2.900 , 2.700 , 2.600 , 1.700 , 0.900 , 33.731 , -6.120 
59.000 ,47.000 ,53.000 ,65.000 ,71.000, 77.000 , 0.200 , 3.100 , 2.400 , 2.400 , 1.900 , 0.600 , 33.697 , -7.339 
65.000 ,47.000 ,53.000 ,59.000 ,71.000, 77.000 , 0.100 , 2.700 , 2.500 , 2.300 , 2.200 , 0.600 , 33.634 , -7.520 
71.000 ,47.000 ,53.000 ,59.000 ,65.000, 77.000 , 0.000 , 0.000 , 2.000 , 2.300 , 2.200 , 1.700 , 33.567 , -7.872 
77.000 ,47.000 ,53.000 ,59.000 ,65.000, 71.000 , 0.000 , 2.900 , 2.700 , 1.100 , 1.400 , 2.000 , 33.592 , -6.821 
48.000 ,54.000 ,60.000 ,66.000 ,72.000, 78.000 , 0.100 , 2.800 , 2.800 , 2.600 , 1.700 , 0.900 , 33.761 , -5.978 
54.000 ,48.000 ,60.000 ,66.000 ,72.000, 78.000 , 0.300 , 2.900 , 2.600 , 2.500 , 1.400 , 1.300 , 33.728 , -6.298 
60.000 ,48.000 ,54.000 ,66.000 ,72.000, 78.000 , 0.200 , 2.900 , 2.400 , 2.400 , 1.700 , 0.900 , 33.687 , -7.358 
66.000 ,48.000 ,54.000 ,60.000 ,72.000, 78.000 , 0.100 , 2.400 , 2.500 , 2.300 , 2.200 , 0.500 , 33.617 , -7.547 
72.000 ,48.000 ,54.000 ,60.000 ,66.000, 78.000 , 0.000 , 0.800 , 1.700 , 2.200 , 2.200 , 1.600 , 33.554 , -8.002 
78.000 ,48.000 ,54.000 ,60.000 ,66.000, 72.000 , 0.000 , 3.000 , 2.800 , 1.600 , 1.100 , 2.000 , 33.592 , -6.789 
49.000 ,55.000 ,61.000 ,67.000 ,73.000, 79.000 , 0.100 , 2.700 , 2.800 , 2.500 , 1.300 , 1.400 , 33.760 , -6.043 
55.000 ,49.000 ,61.000 ,67.000 ,73.000, 79.000 , 0.300 , 2.800 , 2.600 , 2.400 , 1.000 , 1.700 , 33.724 , -6.473 
61.000 ,49.000 ,55.000 ,67.000 ,73.000, 79.000 , 0.200 , 2.800 , 2.400 , 2.400 , 1.500 , 1.100 , 33.676 , -7.385 
67.000 ,49.000 ,55.000 ,61.000 ,73.000, 79.000 , 0.100 , 2.200 , 2.400 , 2.300 , 2.100 , 0.400 , 33.600 , -7.591 
73.000 ,49.000 ,55.000 ,61.000 ,67.000, 79.000 , 0.100 , 1.400 , 1.200 , 2.100 , 2.200 , 1.600 , 33.541 , -8.151 
79.000 ,49.000 ,55.000 ,61.000 ,67.000, 73.000 , 0.000 , 3.000 , 2.900 , 2.000 , 0.800 , 1.900 , 33.593 , -6.765 
50.000 ,56.000 ,62.000 ,68.000 ,74.000, 80.000 , 0.100 , 2.700 , 2.700 , 2.400 , 0.800 , 1.800 , 33.756 , -6.120 
56.000 ,50.000 ,62.000 ,68.000 ,74.000, 80.000 , 0.200 , 2.700 , 2.600 , 2.300 , 0.600 , 1.900 , 33.718 , -6.647 
62.000 ,50.000 ,56.000 ,68.000 ,74.000, 80.000 , 0.100 , 2.700 , 2.400 , 2.300 , 1.400 , 1.300 , 33.664 , -7.422 
68.000 ,50.000 ,56.000 ,62.000 ,74.000, 80.000 , 0.100 , 1.900 , 2.400 , 2.300 , 2.100 , 0.300 , 33.584 , -7.649 
74.000 ,50.000 ,56.000 ,62.000 ,68.000, 80.000 , 0.100 , 1.900 , 0.700 , 2.000 , 2.200 , 1.600 , 33.531 , -8.317 
80.000 ,50.000 ,56.000 ,62.000 ,68.000, 74.000 , 0.000 , 3.100 , 2.900 , 2.200 , 0.500 , 1.900 , 33.595 , -6.749 
51.000 ,57.000 ,63.000 ,69.000 ,75.000, 81.000 , 0.100 , 2.700 , 2.700 , 2.200 , 0.200 , 2.100 , 33.752 , -6.210 
57.000 ,51.000 ,63.000 ,69.000 ,75.000, 81.000 , 0.200 , 2.600 , 2.500 , 2.200 , 0.200 , 2.100 , 33.711 , -6.822 
63.000 ,51.000 ,57.000 ,69.000 ,75.000, 81.000 , 0.100 , 2.500 , 2.400 , 2.300 , 1.200 , 1.500 , 33.652 , -7.468 
69.000 ,51.000 ,57.000 ,63.000 ,75.000, 81.000 , 0.000 , 1.600 , 2.300 , 2.300 , 2.100 , 0.200 , 33.569 , -7.723 
75.000 ,51.000 ,57.000 ,63.000 ,69.000, 81.000 , 0.100 , 2.200 , 0.100 , 1.900 , 2.100 , 1.600 , 33.522 , -8.495 
81.000 ,51.000 ,57.000 ,63.000 ,69.000, 75.000 , 0.000 , 3.100 , 2.900 , 2.400 , 0.200 , 1.800 , 33.597 , -6.739 
52.000 ,58.000 ,64.000 ,70.000 ,76.000, 82.000 , 0.200 , 2.700 , 2.600 , 2.000 , 0.400 , 2.300 , 33.746 , -6.313 
58.000 ,52.000 ,64.000 ,70.000 ,76.000, 82.000 , 0.200 , 2.500 , 2.500 , 2.000 , 0.200 , 2.300 , 33.703 , -6.998 
64.000 ,52.000 ,58.000 ,70.000 ,76.000, 82.000 , 0.100 , 2.400 , 2.300 , 2.300 , 1.100 , 1.700 , 33.639 , -7.523 
70.000 ,52.000 ,58.000 ,64.000 ,76.000, 82.000 , 0.000 , 1.200 , 2.200 , 2.300 , 2.000 , 4.000 , 33.554 , -7.812 
76.000 ,52.000 ,58.000 ,64.000 ,70.000, 82.000 , 0.100 , 2.500 , 0.500 , 1.700 , 2.100 , 1.600 , 33.515 , -8.682 
82.000 ,52.000 ,58.000 ,64.000 ,70.000, 76.000 , 0.000 , 3.100 , 2.900 , 2.500 , 3.500 , 1.700 , 33.599 , -6.734 
53.000 ,59.000 ,65.000 ,71.000 ,77.000, 83.000 , 0.200 , 2.600 , 2.600 , 1.700 , 0.900 , 2.500 , 33.740 , -6.427 
59.000 ,53.000 ,65.000 ,71.000 ,77.000, 83.000 , 0.200 , 2.500 , 2.400 , 1.900 , 0.500 , 2.400 , 33.694 , -7.174 
65.000 ,53.000 ,59.000 ,71.000 ,77.000, 83.000 , 0.100 , 2.300 , 2.300 , 2.200 , 0.900 , 1.800 , 33.625 , -7.587 
71.000 ,53.000 ,59.000 ,65.000 ,77.000, 83.000 , 0.000 , 0.800 , 2.200 , 2.200 , 2.000 , 4.000 , 33.540 , -7.912 
77.000 ,53.000 ,59.000 ,65.000 ,71.000, 83.000 , 0.100 , 2.600 , 1.000 , 1.500 , 2.100 , 1.600 , 33.509 , -8.879 
83.000 ,53.000 ,59.000 ,65.000 ,71.000, 77.000 , 0.000 , 3.200 , 2.800 , 2.500 , 0.300 , 1.700 , 33.601 , -6.731 
54.000 ,60.000 ,66.000 ,72.000 ,78.000, 84.000 , 0.200 , 2.600 , 2.500 , 1.400 , 1.300 , 2.600 , 33.733 , -6.549 
60.000 ,54.000 ,66.000 ,72.000 ,78.000, 84.000 , 0.200 , 2.400 , 2.400 , 1.700 , 0.900 , 2.500 , 33.685 , -7.350 
66.000 ,54.000 ,60.000 ,72.000 ,78.000, 84.000 , 0.100 , 2.100 , 2.300 , 2.200 , 0.800 , 1.900 , 33.612 , -7.661 
72.000 ,54.000 ,60.000 ,66.000 ,78.000, 84.000 , 0.000 , 0.500 , 2.100 , 2.200 , 2.000 , 4.000 , 33.527 , -8.025 
78.000 ,54.000 ,60.000 ,66.000 ,72.000, 84.000 , 0.100 , 2.700 , 1.400 , 1.300 , 2.000 , 1.500 , 33.504 , -9.078 
84.000 ,54.000 ,60.000 ,66.000 ,72.000, 78.000 , 0.000 , 3.100 , 2.800 , 2.600 , 0.500 , 1.600 , 33.603 , -6.731 
55.000 ,61.000 ,67.000 ,73.000 ,79.000, 85.000 , 0.200 , 2.600 , 2.400 , 1.000 , 1.700 , 2.600 , 33.726 , -6.683 
61.000 ,55.000 ,67.000 ,73.000 ,79.000, 85.000 , 0.200 , 2.300 , 2.400 , 1.600 , 1.100 , 2.600 , 33.676 , -7.530 
67.000 ,55.000 ,61.000 ,73.000 ,79.000, 85.000 , 0.100 , 2.000 , 2.300 , 2.100 , 0.600 , 2.000 , 33.599 , -7.745 
73.000 ,55.000 ,61.000 ,67.000 ,79.000, 85.000 , 0.000 , 0.100 , 2.000 , 2.200 , 2.000 , 0.000 , 33.515 , -8.149 
79.000 ,55.000 ,61.000 ,67.000 ,73.000, 85.000 , 0.100 , 2.800 , 1.700 , 1.000 , 2.000 , 1.500 , 33.500 , -9.279 
85.000 ,55.000 ,61.000 ,67.000 ,73.000, 79.000 , 0.000 , 2.900 , 2.800 , 2.600 , 0.600 , 1.600 , 33.603 , -6.735 
56.000 ,62.000 ,68.000 ,74.000 ,80.000, 86.000 , 0.200 , 2.600 , 2.300 , 0.600 , 1.900 , 2.500 , 33.718 , -6.808 
62.000 ,56.000 ,68.000 ,74.000 ,80.000, 86.000 , 0.200 , 2.300 , 2.300 , 1.400 , 1.300 , 2.600 , 33.666 , -7.709 
68.000 ,56.000 ,62.000 ,74.000 ,80.000, 86.000 , 0.100 , 1.900 , 2.200 , 2.100 , 0.500 , 2.100 , 33.586 , -7.839 
74.000 ,56.000 ,62.000 ,68.000 ,80.000, 86.000 , 0.100 , 0.300 , 1.800 , 2.200 , 2.000 , 0.100 , 33.505 , -8.285 
80.000 ,56.000 ,62.000 ,68.000 ,74.000, 86.000 , 0.100 , 2.900 , 2.000 , 0.800 , 1.900 , 1.500 , 33.497 , -9.478 
86.000 ,56.000 ,62.000 ,68.000 ,74.000, 80.000 , 0.000 , 2.800 , 2.800 , 2.700 , 0.700 , 1.600 , 33.604 , -6.739 
57.000 ,63.000 ,69.000 ,75.000 ,81.000, 87.000 , 0.200 , 2.500 , 2.200 , 0.200 , 2.100 , 2.400 , 33.711 , -6.820 
63.000 ,57.000 ,69.000 ,75.000 ,81.000, 87.000 , 0.100 , 2.200 , 2.300 , 1.200 , 1.500 , 2.600 , 33.656 , -7.889 
69.000 ,57.000 ,63.000 ,75.000 ,81.000, 87.000 , 0.100 , 1.700 , 2.200 , 2.100 , 0.400 , 2.100 , 33.574 , -7.938 
75.000 ,57.000 ,63.000 ,69.000 ,81.000, 87.000 , 0.100 , 0.700 , 1.700 , 2.100 , 1.900 , 0.200 , 33.496 , -8.427 
81.000 ,57.000 ,63.000 ,69.000 ,75.000, 87.000 , 0.100 , 2.900 , 2.100 , 0.500 , 1.900 , 1.500 , 33.494 , -9.672 
87.000 ,57.000 ,63.000 ,69.000 ,75.000, 81.000 , 0.000 , 2.600 , 2.700 , 2.700 , 0.800 , 1.500 , 33.604 , -6.745 
58.000 ,64.000 ,70.000 ,76.000 ,82.000, 88.000 , 0.200 , 2.500 , 2.000 , 0.200 , 2.300 , 2.300 , 33.703 , -6.829 
64.000 ,58.000 ,70.000 ,76.000 ,82.000, 88.000 , 0.100 , 2.200 , 2.200 , 1.000 , 1.700 , 2.500 , 33.646 , -8.073 
